country,year,total_energy_twh,per_capita_energy_kwh,renewable_share_pct,fossil_dependency_pct,industrial_energy_pct,household_energy_pct,carbon_emissions_mt,energy_price,renewable_ratio,fossil_ratio,other_sector_pct,pollution_score,green_dominance
Germany,2015,2513.86,28843.25,44.53,31.07,45.22,13.96,4959.21,0.19,0.45,0.31,40.82,1.9727,1.45
USA,2003,3556.06,2609.36,38.4,46.16,23.26,32.18,4228.6,0.07,0.38,0.46,44.56,1.1891,0.83
China,2011,1709.74,30684.73,87.6,67.6,46.61,16.61,3421.29,0.08,0.88,0.68,36.78,2.0011,1.29
Brazil,2000,2377.54,26408.98,89.14,17.72,27.77,28.1,1037.32,0.11,0.89,0.18,44.13,0.4363,4.94
Russia,2000,858.03,39280.06,39.9,35.13,35.68,35.98,2771.17,0.19,0.40,0.35,28.34,3.2297,1.14
Russia,2006,9207.02,1929.96,17.65,32.32,40.5,27.79,1108.84,0.15,0.18,0.32,31.71,0.1204,0.56
India,2017,5351.07,39151.94,82.4,68.78,47.48,39.22,1543.2,0.21,0.82,0.69,13.30,0.2884,1.19
Germany,2022,4027.75,26283.41,72.45,64.49,49.7,29.37,3445.03,0.42,0.72,0.64,20.93,0.8553,1.13
UK,2022,5396.79,18841.2,48.46,38.01,48.2,19.44,962.88,0.41,0.48,0.38,32.36,0.1784,1.26
Australia,2014,6320.1,48286.46,36.06,56.51,23.8,35.57,499.66,0.21,0.36,0.57,40.63,0.0791,0.63
UK,2024,9226.6,8425.92,43.09,37.61,35.48,19.33,2681.15,0.35,0.43,0.38,45.19,0.2906,1.13
India,2012,1869.06,27295.59,81.66,49.99,31.23,39.15,54.71,0.22,0.82,0.50,29.62,0.0293,1.64
China,2015,3025.97,16388.58,20.69,79.39,35.94,24.33,3064.13,0.22,0.21,0.79,39.73,1.0126,0.27
Australia,2006,9760.31,26610.58,73.58,47.49,45.87,38.6,4511.64,0.35,0.74,0.47,15.53,0.4622,1.57
Brazil,2015,3774.81,27837.63,6.55,79.2,27.72,15.51,991.7,0.22,0.07,0.79,56.77,0.2627,0.09
UK,2012,323.36,4927.69,83.25,62.3,40.08,10.34,1944.71,0.3,0.83,0.62,49.58,6.0141,1.34
Brazil,2013,1561.67,33226.19,47.53,18.45,55.39,15.88,4586.01,0.1,0.48,0.18,28.73,2.9366,2.67
UK,2016,360.75,31906.83,24.27,65.72,49.25,12.95,3534.16,0.29,0.24,0.66,37.80,9.7967,0.36
Brazil,2011,9900.24,38588.63,5.24,21.29,49.01,32.02,719.8,0.38,0.05,0.21,18.97,0.0727,0.24
UK,2023,2860.82,4987.6,52.56,47.26,53.95,17.94,1940.87,0.45,0.53,0.47,28.11,0.6784,1.13
Brazil,2023,9243.07,15214.3,25.78,52.93,35.97,29.18,3792.18,0.12,0.26,0.53,34.85,0.4103,0.49
India,2019,9959.27,32680.47,58.66,72.46,50.38,30.06,3340.65,0.23,0.59,0.72,19.56,0.3354,0.82
Canada,2012,6038.43,7268.18,28.9,24.73,22.35,30.65,820.51,0.27,0.29,0.25,47.00,0.1359,1.16
Australia,2023,428.64,34041.11,12.48,71.32,22.26,34.98,359.29,0.46,0.12,0.71,42.76,0.8382,0.17
Germany,2019,907.76,3421.82,47.93,75.41,33.27,14.47,3424.24,0.17,0.48,0.75,52.26,3.7722,0.64
China,2014,4867.73,17079.11,52.98,16.26,27.87,11.51,3064.66,0.12,0.53,0.16,60.62,0.6296,3.31
Japan,2023,4121.1,42412.2,43.47,71.97,40.74,10.89,343.75,0.11,0.43,0.72,48.37,0.0834,0.60
USA,2020,6101.16,38827.42,43.93,28.14,27.33,13.11,4875.32,0.12,0.44,0.28,59.56,0.7991,1.57
Germany,2003,4444.59,32415.66,55.12,15.67,59.02,21.38,1299.57,0.44,0.55,0.16,19.60,0.2924,3.44
USA,2021,9347.36,43587.69,49.74,77.1,54.04,39.02,1960.82,0.33,0.50,0.77,6.94,0.2098,0.65
Australia,2001,5393.92,35608.84,16.27,37.45,59.3,20.6,929.11,0.24,0.16,0.37,20.10,0.1723,0.43
Germany,2017,6967.89,26209.07,21.75,53.61,52.31,23.59,4151.18,0.44,0.22,0.54,24.10,0.5958,0.41
Brazil,2001,8975.2,48996.02,17.05,48.7,58.04,34.43,4814.71,0.18,0.17,0.49,7.53,0.5364,0.35
Brazil,2024,1554.03,34895.38,63.93,24.92,34.72,37.56,1105.86,0.47,0.64,0.25,27.72,0.7116,2.56
Japan,2014,2374.37,30267.68,49.93,56.87,39.92,39.14,1451.69,0.39,0.50,0.57,20.94,0.6114,0.88
USA,2018,1162.45,20739.09,41.54,13.23,29.59,34.79,3547.25,0.06,0.42,0.13,35.62,3.0515,3.23
China,2014,1482.42,45169.42,72.86,24.22,45.43,25.08,2663.05,0.26,0.73,0.24,29.49,1.7964,3.04
Australia,2019,5174.58,15137.6,32.69,76.13,51.53,16.88,570.08,0.43,0.33,0.76,31.59,0.1102,0.43
Brazil,2009,3279.67,956.37,53.29,76.75,39.95,27.95,4646.67,0.23,0.53,0.77,32.10,1.4168,0.69
Canada,2023,4289.41,10238.66,11.32,43.79,31.85,15.9,3075.2,0.49,0.11,0.44,52.25,0.7169,0.25
India,2019,9826.65,5921.12,68.27,21.84,40.31,11.67,1541.22,0.43,0.68,0.22,48.02,0.1568,3.09
India,2010,1651.37,16290.19,64.09,39.51,22.52,37.58,2474.53,0.39,0.64,0.40,39.90,1.4985,1.60
UK,2009,5454.04,41380.99,73.2,71.39,48.84,24.54,2526.22,0.11,0.73,0.71,26.62,0.4632,1.03
China,2022,1078.82,32750.72,80.18,14.92,38.06,25.25,2650.82,0.1,0.80,0.15,36.69,2.4571,5.33
India,2004,3253.11,8864.54,69.43,18.95,55.93,28.28,2511.66,0.34,0.69,0.19,15.79,0.7721,3.63
UK,2008,5322.51,39546.68,76.78,72.7,56.93,23.54,2830.88,0.35,0.77,0.73,19.53,0.5319,1.05
USA,2019,9471.65,25458.88,34.38,39.08,25.02,23.33,1997.1,0.12,0.34,0.39,51.65,0.2109,0.87
Brazil,2018,3973.16,25879.37,34.18,15.84,59.84,37.45,773.51,0.43,0.34,0.16,2.71,0.1947,2.13
Brazil,2012,742.58,18424.55,85.27,19.74,58.79,34.5,3339.69,0.44,0.85,0.20,6.71,4.4974,4.25
Canada,2017,3942.8,43298.51,82.74,71.77,45.09,16.38,3972.81,0.24,0.83,0.72,38.53,1.0076,1.15
Germany,2016,1542.84,16257.2,51.62,44.31,53.02,18.75,4213.04,0.32,0.52,0.44,28.23,2.7307,1.18
India,2005,2376.9,5159.92,36.16,21.41,20.74,29.82,158.66,0.28,0.36,0.21,49.44,0.0668,1.71
USA,2009,6219.1,15485.09,78.61,72.58,58.82,27.13,2052.9,0.07,0.79,0.73,14.05,0.3301,1.08
Russia,2001,767.5,35910,32.49,69.17,38.25,32.98,4893.27,0.09,0.32,0.69,28.77,6.3756,0.46
India,2023,4700.77,33050.3,18.06,11.61,56.39,31.83,359.69,0.4,0.18,0.12,11.78,0.0765,1.50
China,2005,6133.67,9806.85,59.36,50.67,35.4,31.26,3938.49,0.27,0.59,0.51,33.34,0.6421,1.16
Germany,2020,4276.4,6033.32,8.62,27.1,51.53,36.41,674.26,0.32,0.09,0.27,12.06,0.1577,0.33
India,2012,289.35,33212.86,37.22,47.32,36.72,33,4131.96,0.33,0.37,0.47,30.28,14.2801,0.79
USA,2017,9856.64,33980.65,73.65,29.55,34.51,17.29,3377.5,0.22,0.74,0.30,48.20,0.3427,2.47
India,2006,3734.45,18624.41,30.09,32.11,57.87,36.19,3638.91,0.06,0.30,0.32,5.94,0.9744,0.94
China,2001,7807.91,42218.67,84.16,52.13,47.96,20.07,4887.74,0.4,0.84,0.52,31.97,0.6260,1.62
Russia,2013,3323.9,48921.16,86.25,47.72,53.6,37.33,4700.44,0.26,0.86,0.48,9.07,1.4141,1.79
Australia,2004,4802.67,10679.44,74.34,37.66,41.73,34.73,1556.64,0.11,0.74,0.38,23.54,0.3241,1.95
Japan,2017,3945.79,29064.9,88.95,17.53,56.73,12.22,1907.32,0.06,0.89,0.18,31.05,0.4834,4.94
Russia,2010,3491.14,764.64,50.11,77.86,49.6,33.14,2065.55,0.06,0.50,0.78,17.26,0.5917,0.64
UK,2009,316.33,35796.19,53.38,22.22,22.89,25,943.85,0.07,0.53,0.22,52.11,2.9838,2.41
India,2010,3664.21,21006.96,76.07,54.32,50.67,39.31,1936.62,0.12,0.76,0.54,10.02,0.5285,1.41
Brazil,2001,8905.95,10066.83,46.89,15.79,20.75,23.75,4896.17,0.15,0.47,0.16,55.50,0.5498,2.94
Canada,2014,6934.89,37734.99,39.57,58.18,53.16,12.01,2473.34,0.16,0.40,0.58,34.83,0.3567,0.69
Brazil,2006,1539.69,40627.12,57.25,16.64,33.27,18.79,4765.37,0.33,0.57,0.17,47.94,3.0950,3.35
Russia,2008,5952.43,6002.74,60.9,26.07,43.93,22.91,403.72,0.16,0.61,0.26,33.16,0.0678,2.35
Brazil,2004,8933.09,2529.29,68.83,55.29,49.98,27.76,244.46,0.35,0.69,0.55,22.26,0.0274,1.25
USA,2006,7030.34,17036.88,61.8,29.81,45.48,14.56,2897.88,0.42,0.62,0.30,39.96,0.4122,2.07
Brazil,2019,1571.98,31486.53,68.39,47.3,46.89,25.45,3694.46,0.22,0.68,0.47,27.66,2.3502,1.45
Germany,2001,8691.54,39774.27,62.34,18.72,55.71,24.5,1126.42,0.37,0.62,0.19,19.79,0.1296,3.26
Australia,2002,3085.29,27530.09,45.84,24.17,34.96,35.1,2541.62,0.1,0.46,0.24,29.94,0.8238,1.92
India,2001,4595.35,29247.06,16.47,61.36,41.89,19.07,4371.06,0.2,0.16,0.61,39.04,0.9512,0.26
Brazil,2020,5308.81,40092.98,71.76,12.46,27,23.49,3820.54,0.36,0.72,0.12,49.51,0.7197,6.00
China,2021,8520.02,26677.75,7.62,17.83,38.7,21.66,1197.48,0.47,0.08,0.18,39.64,0.1405,0.44
Australia,2022,9322.91,30752.15,89.36,25.05,26,28.97,1705.63,0.33,0.89,0.25,45.03,0.1830,3.56
Australia,2018,9303.56,26052.76,75.42,11.41,45.34,35.09,1563.67,0.21,0.75,0.11,19.57,0.1681,6.82
Brazil,2003,178.75,44082.68,62.03,16.68,32.97,30.27,3611.56,0.19,0.62,0.17,36.76,20.2045,3.65
Australia,2023,9226.7,12158.07,87.16,29.7,54.36,23.95,4842.5,0.23,0.87,0.30,21.69,0.5248,2.90
Canada,2019,638.43,13567.68,57.06,16.5,33.74,29.13,1436.39,0.34,0.57,0.17,37.13,2.2499,3.35
Brazil,2006,2731.16,6834.09,9.8,70.63,31.47,19.67,2962.09,0.2,0.10,0.71,48.86,1.0846,0.14
USA,2021,5198.38,41063.6,52.55,14.63,39.65,14.32,4943.36,0.26,0.53,0.15,46.03,0.9509,3.53
Russia,2006,4851.26,20882.98,28.56,70.27,27.01,19.59,830.02,0.39,0.29,0.70,53.40,0.1711,0.41
Germany,2016,6086.63,17720.75,36.41,67.6,28.15,23.31,3312.46,0.16,0.36,0.68,48.54,0.5442,0.53
Japan,2018,4846.52,49076.76,44.06,17.05,51.33,23.18,1693.34,0.37,0.44,0.17,25.49,0.3494,2.59
UK,2021,9350.32,46376.77,70.84,11.76,39.89,32.13,4958.76,0.39,0.71,0.12,27.98,0.5303,5.92
Australia,2015,2481.43,48613.39,47.75,13.5,28.25,38.09,588.42,0.44,0.48,0.14,33.66,0.2371,3.43
USA,2002,2812.84,7543.8,45.35,51.33,21.26,21.67,2283.72,0.06,0.45,0.51,57.07,0.8119,0.88
India,2014,9215.31,44616.96,30.67,56.92,38.66,12.59,1312.12,0.1,0.31,0.57,48.75,0.1424,0.54
India,2013,859.72,16771.13,50.89,53.45,49.71,11,206.83,0.48,0.51,0.53,39.29,0.2406,0.96
UK,2014,6134.65,1126.51,26.11,47.9,34.05,10.12,4819.81,0.11,0.26,0.48,55.83,0.7857,0.54
Germany,2013,6849.19,19869.27,27.18,22.23,29.92,38.14,2862.45,0.27,0.27,0.22,31.94,0.4179,1.23
Australia,2006,5104.86,25705.22,69.37,68.87,35.86,39.87,3518.9,0.13,0.69,0.69,24.27,0.6893,1.00
Canada,2024,6972.9,5856.91,34.12,32.93,58.37,11.54,3120.36,0.42,0.34,0.33,30.09,0.4475,1.03
UK,2002,1810.27,27115.04,9.37,79.03,36.93,20.75,784.94,0.09,0.09,0.79,42.32,0.4336,0.11
Germany,2016,8541.06,41063.45,34.21,36.94,30.39,30.08,894.27,0.09,0.34,0.37,39.53,0.1047,0.92
Australia,2009,1486.25,19193.72,59.28,28.41,42.77,15.37,3150.91,0.28,0.59,0.28,41.86,2.1200,2.11
USA,2014,4068.04,17955.92,74.19,72.6,52.43,27.83,3910.06,0.16,0.74,0.73,19.74,0.9612,1.01
Russia,2005,845.05,17271.12,86.76,49.72,20.89,34.41,3074.8,0.35,0.87,0.50,44.70,3.6386,1.74
Canada,2016,5497.59,46193.18,68.43,60.53,42.32,35.74,2873.35,0.36,0.68,0.61,21.94,0.5227,1.11
Japan,2016,6730.48,2913.53,41.45,38.59,53.45,31.19,3742.51,0.31,0.41,0.39,15.36,0.5561,1.05
India,2013,9418.09,22531.27,30.43,72.08,28.62,12.45,1255.86,0.43,0.30,0.72,58.93,0.1333,0.42
China,2023,7419.43,13597.67,16.02,74.24,56.87,20.45,3671.65,0.36,0.16,0.74,22.68,0.4949,0.22
USA,2024,5456.92,44743.45,58.35,40.57,43.11,39.02,2085.54,0.13,0.58,0.41,17.87,0.3822,1.41
India,2017,9332.91,5254.59,48.34,26.85,40.67,15.78,3386.55,0.09,0.48,0.27,43.55,0.3629,1.78
Brazil,2024,4836.52,20866.42,62.6,55.34,58.55,23.62,1409.85,0.39,0.63,0.55,17.83,0.2915,1.15
China,2004,5655.94,20637.4,25.16,76.82,25.19,20.03,730.45,0.38,0.25,0.77,54.78,0.1291,0.32
India,2007,6001.38,44475.52,32.51,53.57,49.61,16.17,194.34,0.43,0.33,0.54,34.22,0.0324,0.61
Germany,2006,4158.8,11166.93,29.83,76.8,52.74,19.71,4027.2,0.14,0.30,0.77,27.55,0.9684,0.39
Canada,2022,8400.98,32422.32,72.8,34.07,39.54,15.69,1025,0.15,0.73,0.34,44.77,0.1220,2.15
India,2003,1933.24,7153.1,19.55,74.06,20.26,36.32,1849.15,0.31,0.20,0.74,43.42,0.9565,0.27
Japan,2017,5592.94,47721.8,56.72,17.88,40.97,15.23,3855.83,0.12,0.57,0.18,43.80,0.6894,3.17
Russia,2004,7250.11,29854.24,9.37,35.12,26.14,28.71,2278.4,0.18,0.09,0.35,45.15,0.3143,0.26
Germany,2015,9049.36,31499.71,51.71,44.61,42.5,38.27,1126.87,0.42,0.52,0.45,19.23,0.1245,1.16
USA,2013,8850.79,21971.78,10.43,55.72,49.54,38.58,1014.07,0.2,0.10,0.56,11.88,0.1146,0.18
USA,2018,5136.53,17442.99,19.95,30.59,41.24,28.01,2069.28,0.06,0.20,0.31,30.75,0.4029,0.65
USA,2013,6467.3,11027.48,14.61,74.7,45.23,18.13,2847.62,0.34,0.15,0.75,36.64,0.4403,0.20
USA,2008,4002.95,30397.39,34.47,73.24,24.16,17.44,1992.14,0.13,0.34,0.73,58.40,0.4977,0.47
Russia,2005,4734.96,47750.81,34.22,65.95,23.88,32.42,4527.62,0.14,0.34,0.66,43.70,0.9562,0.52
India,2016,9072.03,18309.65,75.25,18.01,54.04,39.42,68.98,0.06,0.75,0.18,6.54,0.0076,4.17
Australia,2018,9313.97,44216.27,24.18,15.48,21.97,12.33,2039.96,0.31,0.24,0.15,65.70,0.2190,1.60
India,2011,8964.6,7864.43,12.34,44.87,31.37,33.68,3727.03,0.3,0.12,0.45,34.95,0.4157,0.27
Brazil,2003,1469.87,46838.24,56.3,63.57,57.51,13.69,4459.91,0.09,0.56,0.64,28.80,3.0342,0.88
Canada,2015,8515.83,17849.07,63.43,18.63,38.35,18.95,1824.09,0.07,0.63,0.19,42.70,0.2142,3.32
China,2024,9488.8,19296.5,30.06,54.9,46.98,27,3384.27,0.27,0.30,0.55,26.02,0.3567,0.55
Australia,2010,3676.37,23410.69,56.24,46.95,28.87,18.92,2922.73,0.4,0.56,0.47,52.21,0.7950,1.19
Australia,2021,5234.6,36053.09,70.96,60.82,30.82,29.51,1047.59,0.48,0.71,0.61,39.67,0.2001,1.16
India,2003,7813.04,36122.84,34.54,40.48,40.36,22.52,3420.67,0.08,0.35,0.40,37.12,0.4378,0.88
Australia,2016,5664.57,24239.63,49.66,58.53,45.52,16.57,1285.34,0.37,0.50,0.59,37.91,0.2269,0.85
UK,2007,9935.49,26396.07,17.46,21.17,58.42,25.93,3930.34,0.14,0.17,0.21,15.65,0.3956,0.81
UK,2013,4611.56,1985.52,7.01,25.02,42.98,10.72,4336.21,0.07,0.07,0.25,46.30,0.9403,0.28
Brazil,2001,7168.03,15562.69,88.42,73.23,23.84,32.23,2418.19,0.2,0.88,0.73,43.93,0.3374,1.21
China,2010,7946.65,17627.85,30.48,33.06,34.68,25.67,317.92,0.31,0.30,0.33,39.65,0.0400,0.91
Japan,2010,4991.59,28157,28.71,78.99,29.77,38.4,3699.9,0.32,0.29,0.79,31.83,0.7412,0.37
Russia,2023,8584.14,28135.84,87.73,13.23,30.18,13.08,2362.72,0.07,0.88,0.13,56.74,0.2752,6.77
India,2021,5506.93,35640.04,66.9,44.71,40.22,31.97,517.87,0.47,0.67,0.45,27.81,0.0940,1.49
Russia,2023,4175.34,35992.85,54.75,32.75,32.67,19.03,1689.13,0.07,0.55,0.33,48.30,0.4045,1.67
Japan,2005,1167.45,12142.93,64.44,79.72,31.57,21.19,1488.67,0.15,0.64,0.80,47.24,1.2751,0.80
India,2020,3994.79,38624.26,65.34,79.3,58.72,20.45,3645.48,0.24,0.65,0.79,20.83,0.9126,0.82
India,2020,7365.97,1470.38,69.88,26.47,43.36,20.74,2149.13,0.48,0.70,0.26,35.90,0.2918,2.69
China,2013,9220.74,35950.01,10.71,28.71,30.47,22.93,2955.89,0.5,0.11,0.29,46.60,0.3206,0.38
Russia,2009,2591.63,5552.02,40.09,62.48,31.03,10.63,2530.44,0.05,0.40,0.62,58.34,0.9764,0.65
UK,2007,3616.83,36617.59,30.09,72.28,52.44,35.4,3635.07,0.15,0.30,0.72,12.16,1.0050,0.42
USA,2006,1624.21,26592.35,11,56.46,55.46,36.45,3604.35,0.28,0.11,0.56,8.09,2.2191,0.20
Russia,2007,6938.16,22144.1,40.07,70.53,47.16,11.19,2271.51,0.36,0.40,0.71,41.65,0.3274,0.56
Canada,2007,9605.87,34687.99,57.37,14.43,37.26,33.28,718.41,0.35,0.57,0.14,29.46,0.0748,4.07
Canada,2022,6445.43,2300.36,20.17,54.84,50.58,12.17,2068.99,0.16,0.20,0.55,37.25,0.3210,0.36
India,2001,6209.06,11561.78,30.93,59.01,57.5,34.23,842.67,0.14,0.31,0.59,8.27,0.1357,0.53
USA,2015,5579.55,31013.79,59.33,23.32,26.65,28.39,4797.83,0.06,0.59,0.23,44.96,0.8599,2.57
Germany,2008,975.71,42437.16,54.24,64.46,54.47,19.19,4753.21,0.43,0.54,0.64,26.34,4.8715,0.84
Japan,2012,7322.09,19364.83,78.85,76.1,53.95,28.42,2310.59,0.22,0.79,0.76,17.63,0.3156,1.04
Brazil,2022,6060.29,13308.69,72.25,72.86,34.66,25.2,186.76,0.44,0.72,0.73,40.14,0.0308,0.99
USA,2011,6648.62,26177.45,87.08,27.15,31.67,29.07,1904.49,0.2,0.87,0.27,39.26,0.2864,3.22
Brazil,2021,8998.23,31304.6,55.76,32.68,42.61,24.26,4480.72,0.39,0.56,0.33,33.13,0.4980,1.70
Russia,2024,7861.21,21295.1,64.37,44.97,30.89,33.19,1475.7,0.08,0.64,0.45,35.92,0.1877,1.42
Russia,2016,7831.06,43897.18,78.14,21.09,25.82,11.36,3128.8,0.42,0.78,0.21,62.82,0.3995,3.71
Brazil,2001,9279.12,26410.22,76.4,76.78,58.12,20.33,960.49,0.45,0.76,0.77,21.55,0.1035,0.99
Japan,2012,9900.36,2273.27,66.09,21.31,39.65,26.78,4134.56,0.17,0.66,0.21,33.57,0.4176,3.14
USA,2000,5854.7,11541.17,47.52,63.3,38.89,27.65,4464.89,0.11,0.48,0.63,33.46,0.7626,0.76
Germany,2018,1177.93,22807.03,28.22,33.9,25.04,15.09,3094.84,0.14,0.28,0.34,59.87,2.6274,0.82
India,2010,4645.39,35037.41,79.56,50.16,40.17,12.24,3137.62,0.44,0.80,0.50,47.59,0.6754,1.60
China,2004,7897.25,11377.74,71.02,13.3,49.71,10.63,1923.87,0.18,0.71,0.13,39.66,0.2436,5.46
Russia,2000,374.48,48824.74,76.22,24.35,29.92,22.39,3550.1,0.15,0.76,0.24,47.69,9.4801,3.17
Canada,2019,663.19,16268.63,16.97,41.11,34.76,19.91,2418.38,0.49,0.17,0.41,45.33,3.6466,0.41
Japan,2012,764.86,26857.77,31.76,57.4,27.16,27.03,3740.16,0.35,0.32,0.57,45.81,4.8900,0.56
China,2007,7337.25,1438.84,41.12,64.43,34.2,23.49,4844.13,0.42,0.41,0.64,42.31,0.6602,0.64
Germany,2005,5061.55,44302.09,76.26,12.11,54.45,21.82,4120.76,0.39,0.76,0.12,23.73,0.8141,6.33
Australia,2016,3752.09,39547.32,80.9,20.67,29.48,35.3,2610.79,0.22,0.81,0.21,35.22,0.6958,3.86
India,2011,1145.61,10175.17,29.22,61.09,21.18,28.65,4895.5,0.44,0.29,0.61,50.17,4.2733,0.48
Russia,2000,7349.18,46695.22,63.35,66.91,41.45,29.38,3055.06,0.31,0.63,0.67,29.17,0.4157,0.94
India,2002,3278.1,16134.07,11.61,26.56,43.18,21.45,371.12,0.35,0.12,0.27,35.37,0.1132,0.44
China,2013,2726.71,34763.22,39.81,26.08,33.16,33.31,3665.32,0.2,0.40,0.26,33.53,1.3442,1.54
India,2007,6557.96,41039.33,46.37,16.16,45.66,14.56,4109.31,0.49,0.46,0.16,39.78,0.6266,2.88
Australia,2010,5634.21,37175.27,70.08,20.52,21.52,22.06,717.46,0.43,0.70,0.21,56.42,0.1273,3.33
China,2013,3687.87,45920.35,80.82,10.56,33.62,11.42,3412.49,0.12,0.81,0.11,54.96,0.9253,7.36
Russia,2007,6450.73,43281.6,33.67,51.29,25.78,13.46,4608.54,0.14,0.34,0.51,60.76,0.7144,0.67
USA,2002,2785.09,49733.27,49.86,73.27,29.19,12.45,1294.56,0.39,0.50,0.73,58.36,0.4648,0.68
Canada,2006,7968.82,9539.26,60.03,20.47,35.3,23.24,2945.79,0.06,0.60,0.20,41.46,0.3697,3.00
China,2018,2370.26,15585.71,32.94,62.6,39.74,30.92,1409.21,0.2,0.33,0.63,29.34,0.5945,0.52
UK,2003,1672.49,31993.18,88.77,50.16,23.73,19.38,3883.32,0.29,0.89,0.50,56.89,2.3219,1.78
Australia,2024,7846.15,36785.84,79.44,75.79,24.05,10.8,2924.27,0.14,0.79,0.76,65.15,0.3727,1.04
China,2015,7108.13,26962.95,30.19,65.87,46.96,31.22,2168.98,0.44,0.30,0.66,21.82,0.3051,0.45
China,2012,1908.13,4159.45,48.18,69.69,36.17,16.22,193.49,0.45,0.48,0.70,47.61,0.1014,0.69
UK,2019,1250.83,42158.96,24.62,54.74,27.06,31.68,4726.75,0.48,0.25,0.55,41.26,3.7789,0.45
Russia,2018,8400.15,48063.28,48.73,66.79,29.4,10.22,2513.81,0.12,0.49,0.67,60.38,0.2993,0.73
China,2004,7788.32,20573.08,63.08,34.56,48.8,19.37,4030.34,0.09,0.63,0.35,31.83,0.5175,1.80
Canada,2022,3339.85,11628.22,12.27,24.63,22.07,28.64,1989.88,0.3,0.12,0.25,49.29,0.5958,0.48
India,2004,6616.15,1456.03,78.96,73.88,40.35,36.13,4253.06,0.41,0.79,0.74,23.52,0.6428,1.07
Russia,2019,1329.19,12246.3,55.47,61.4,34.41,32.62,842.19,0.18,0.55,0.61,32.97,0.6336,0.90
Canada,2023,5119.77,35145.98,89.12,16.35,52.45,23.49,1195.89,0.16,0.89,0.16,24.06,0.2336,5.56
Russia,2003,285.43,45623.67,7.18,70.68,51.6,31.56,1700.29,0.28,0.07,0.71,16.84,5.9569,0.10
Canada,2001,3976.86,5128.9,75.68,34.42,47.57,26.13,488.55,0.27,0.76,0.34,26.30,0.1228,2.24
Australia,2012,840.94,27886.33,72.32,30.88,35.39,34.4,2247.01,0.27,0.72,0.31,30.21,2.6720,2.32
Canada,2015,4803.96,34928.8,16.29,53.63,45.25,33.16,2455.33,0.23,0.16,0.54,21.59,0.5111,0.30
Brazil,2021,4274.65,14180.85,33.5,49.8,45.59,39.28,618.26,0.38,0.34,0.50,15.13,0.1446,0.68
Canada,2001,4499.41,28709.9,80.21,47.68,33.29,13.15,2164.14,0.33,0.80,0.48,53.56,0.4810,1.67
USA,2018,548.78,35904.8,49.07,27.84,55.2,20.22,1026.62,0.27,0.49,0.28,24.58,1.8707,1.75
USA,2016,3680,41967.1,39.11,77.18,59.39,15.77,4382.3,0.37,0.39,0.77,24.84,1.1908,0.51
Japan,2004,7589.19,22898.74,81.97,76.51,32.58,28.92,2571,0.17,0.82,0.77,38.50,0.3388,1.06
Brazil,2024,3752.25,37518.93,12.93,10.29,52.05,29.92,4762.23,0.45,0.13,0.10,18.03,1.2692,1.30
Brazil,2017,7180.2,15438.26,45.22,33.65,40.04,16.11,1740.09,0.22,0.45,0.34,43.85,0.2423,1.32
India,2022,3757.84,11045.81,60.45,13.19,38.55,22.65,1739.91,0.2,0.60,0.13,38.80,0.4630,4.62
Brazil,2020,4290.07,9772.03,56.73,69.52,35.46,28.06,1726.62,0.29,0.57,0.70,36.48,0.4025,0.81
India,2017,5682.53,18264.2,27.46,72.06,31.68,29.77,1378.01,0.17,0.27,0.72,38.55,0.2425,0.38
Japan,2007,9511.75,2276.04,52.88,46.28,56.78,13.08,3931.97,0.17,0.53,0.46,30.14,0.4134,1.15
Japan,2014,1177.72,14508.1,65.23,68.78,49.63,37.63,1449.57,0.09,0.65,0.69,12.74,1.2308,0.94
Australia,2012,425.85,32785.03,54.72,59.24,37.63,11.02,1475.67,0.34,0.55,0.59,51.35,3.4652,0.93
USA,2012,6118.78,32571.99,63.18,44.97,50.06,39.19,282.14,0.46,0.63,0.45,10.75,0.0461,1.40
Canada,2015,9496.06,4140.91,26.77,35.47,48.74,19.49,4828.54,0.36,0.27,0.35,31.77,0.5085,0.77
Canada,2021,9898.26,14727.07,75.79,28.64,30.69,19.49,4437.15,0.31,0.76,0.29,49.82,0.4483,2.62
UK,2019,4893.23,28693.1,43.22,28.16,27.05,23.38,1497.92,0.37,0.43,0.28,49.57,0.3061,1.54
UK,2012,4734.01,16268.33,88.91,49.34,53.45,30.85,2627.81,0.48,0.89,0.49,15.70,0.5551,1.82
Germany,2019,6485.14,21190.41,6.98,21.68,52.46,14.79,2439.59,0.2,0.07,0.22,32.75,0.3762,0.32
Russia,2001,5600.78,35784.13,37.33,22.24,59.87,17.65,484.13,0.24,0.37,0.22,22.48,0.0864,1.68
Australia,2002,6377.47,958.71,20.34,10.73,20.77,38.85,2679.43,0.18,0.20,0.11,40.38,0.4201,1.82
Germany,2014,8752.59,14181.48,52.23,52.93,41.62,36.31,610.97,0.06,0.52,0.53,22.07,0.0698,0.98
Germany,2022,7488.43,7547.43,25.67,79.6,48.05,16.37,2198.74,0.21,0.26,0.80,35.58,0.2936,0.33
China,2018,5019.09,6816.65,67.69,72.25,43.3,27.19,484.63,0.08,0.68,0.72,29.51,0.0966,0.94
China,2012,4672.46,47972.49,79.96,59.4,48.42,16.11,2965.14,0.44,0.80,0.59,35.47,0.6346,1.36
